Measure,MeasureType,Year,Ethnicity,GeoArea,AgeGroup,VariableName,Variable,Value,LowerCI,UpperCI,QualityInd
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,106.5,101.4,111.8,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,118.1,101.4,111.8,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,93.8,92.6,95,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,118.1,92.6,95,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,113.1,100.4,126.9,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,118,100.4,126.9,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Total,Total,events,Total,87.1,86.8,87.5,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Total,Total,events,Total,117.9,86.8,87.5,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,bed_days,Newborn (premature),117.9,109,127.3,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Tihei Takitimu,Total,bed_days,Newborn (premature),117.9,109,127.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,89.9,88.6,91.2,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,117.7,88.6,91.2,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,75.1,71.6,78.7,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,117.5,71.6,78.7,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Tauraki,Total,events,Total,109.2,107.1,111.3,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Tauraki,Total,events,Total,117.4,107.1,111.3,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Total,105.7,88.1,125.6,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,events,Total,117.2,88.1,125.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,108.5,105,112.2,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,117.1,105,112.2,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,79.5,75,84.1,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,117,75,84.1,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,78.1,76.2,80,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,116.9,76.2,80,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Newborn (premature),116.6,91.2,146.9,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Newborn (premature),116.6,91.2,146.9,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,76,71.7,80.4,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,116.6,71.7,80.4,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Mātuku,Total,people,Total,105.2,90.9,121,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Mātuku,Total,people,Total,116.4,90.9,121,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,76.5,72.2,80.8,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,116.4,72.2,80.8,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Tūwharetoa,Total,events,Total,97.8,92.1,103.7,NA
4.4 Acute bed days,Crude rate,2021,Māori,Tūwharetoa,Total,events,Total,116.2,92.1,103.7,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,77.6,76,79.2,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,116.1,76,79.2,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Mātuku,Total,people,Total,108.1,93.9,123.8,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Mātuku,Total,people,Total,116.1,93.9,123.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,111.2,102.6,120.2,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,116.1,102.6,120.2,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,106.8,104.7,108.9,NA
4.4 Acute bed days,Crude rate,2021,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,116.1,104.7,108.9,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,bed_days,Other Kidney and Urinary Tract Disorders,116.1,41.2,257.7,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,bed_days,Other Kidney and Urinary Tract Disorders,116.1,41.2,257.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,people,Total,104.7,100.6,108.9,NA
4.4 Acute bed days,Crude rate,2018,Māori,Tairāwhiti Toitū Te Ora,Total,people,Total,115.8,100.6,108.9,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,75.1,73.3,77,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,115.8,73.3,77,NA
4.4 Acute bed days,Age-standardised rate,2022,Māori,Te Karu o te Ika Poari Hauora,Total,events,Total,103.6,97,110.6,NA
4.4 Acute bed days,Crude rate,2022,Māori,Te Karu o te Ika Poari Hauora,Total,events,Total,115.8,97,110.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Ātiawa Toa,Total,people,Total,109,106.4,111.8,NA
4.4 Acute bed days,Crude rate,2018,Māori,Ātiawa Toa,Total,people,Total,115.7,106.4,111.8,NA
4.4 Acute bed days,Age-standardised rate,2023,Māori,Tūwharetoa,Total,people,Total,100.8,95,107,NA
4.4 Acute bed days,Crude rate,2023,Māori,Tūwharetoa,Total,people,Total,115.6,95,107,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Tūwharetoa,Total,events,Total,92.2,71.7,116.7,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Tūwharetoa,Total,events,Total,115.6,71.7,116.7,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,104.9,103.3,106.5,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,115.5,103.3,106.5,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Stroke and Other Cerebrovascular Disorders,88,75.2,102.3,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,bed_days,Stroke and Other Cerebrovascular Disorders,115.4,75.2,102.3,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,78.8,76.8,80.8,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,115.3,76.8,80.8,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Tūwharetoa,Total,events,Total,100.1,75.6,129.5,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Tūwharetoa,Total,events,Total,115.3,75.6,129.5,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Moana a Toi,Total,people,Total,114,104,124.8,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Moana a Toi,Total,people,Total,115.3,104,124.8,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,76.5,74.6,78.4,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,115.2,74.6,78.4,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,105.9,103.8,108.1,NA
4.4 Acute bed days,Crude rate,2020,Māori,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,115.1,103.8,108.1,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,85.1,83.9,86.3,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,115.1,83.9,86.3,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,bed_days,Total,140.5,127.3,154.6,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,bed_days,Total,115,127.3,154.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Total,90.2,89.4,91,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Total,114.9,89.4,91,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Te Karu o te Ika Poari Hauora,Total,events,Total,105.5,98.8,112.6,NA
4.4 Acute bed days,Crude rate,2020,Māori,Te Karu o te Ika Poari Hauora,Total,events,Total,114.9,98.8,112.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Tauraki,Total,people,Total,111.6,107.4,115.9,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Tauraki,Total,people,Total,114.8,107.4,115.9,NA
4.4 Acute bed days,Age-standardised rate,2018,Māori,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,106.4,101.1,111.9,NA
4.4 Acute bed days,Crude rate,2018,Māori,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,114.7,101.1,111.9,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,114.7,70.5,176.1,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Tiratū,Total,bed_days,Dementia and Other Chronic Disturbances of Cerebral Function,114.7,70.5,176.1,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Total,Total,people,Total,102.8,102.1,103.6,NA
4.4 Acute bed days,Crude rate,2020,Māori,Total,Total,people,Total,114.5,102.1,103.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,76.2,74.6,77.8,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,114.4,74.6,77.8,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,108.4,99.9,117.5,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,114.4,99.9,117.5,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Tūwharetoa,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",161.1,22.4,500.3,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Tūwharetoa,Total,people,"Arrhythmia, Cardiac Arrest and Conduction Disorders",114.3,22.4,500.3,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Tūwharetoa,Total,events,Total,96.4,90.7,102.4,NA
4.4 Acute bed days,Crude rate,2019,Māori,Tūwharetoa,Total,events,Total,114.3,90.7,102.4,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Total,87.3,86.5,88.1,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Tauraki,Total,events,Total,114.3,86.5,88.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Te Tauraki,Total,events,Total,110.9,107.1,114.9,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Te Tauraki,Total,events,Total,114.3,107.1,114.9,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,people,Total,98.6,94.7,102.5,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tairāwhiti Toitū Te Ora,Total,people,Total,114.1,94.7,102.5,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Mātuku,Total,people,Total,105.1,91.1,120.6,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Mātuku,Total,people,Total,114.1,91.1,120.6,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Te Tiratū,Total,people,Total,105,99.6,110.6,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Te Tiratū,Total,people,Total,114.1,99.6,110.6,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,74.3,71,77.8,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,114,71,77.8,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,events,Total,98.9,97.3,100.4,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,events,Total,114,97.3,100.4,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Total,103.7,85.2,124.9,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Total,113.9,85.2,124.9,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Punanga Ora,Total,events,Total,108.1,92.8,125.2,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Punanga Ora,Total,events,Total,113.9,92.8,125.2,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,73,69.7,76.5,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,113.7,69.7,76.5,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Tihei Takitimu,Total,people,Total,121.1,113.4,129.1,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Tihei Takitimu,Total,people,Total,113.7,113.4,129.1,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Tauraki,Total,people,Total,110.1,106.1,114.3,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Tauraki,Total,people,Total,113.5,106.1,114.3,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Total,81.7,81,82.3,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Total,113.5,81,82.3,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Total,Total,events,Total,83.1,82.7,83.4,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Total,Total,events,Total,113.5,82.7,83.4,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Tauraki,Total,events,Total,106.4,104.3,108.5,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Tauraki,Total,events,Total,113.4,104.3,108.5,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,85.3,84.1,86.4,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,113.3,84.1,86.4,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Mātuku,Total,events,Total,99,85.8,113.7,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Mātuku,Total,events,Total,113.3,85.8,113.7,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Punanga Ora,Total,people,Total,109.4,94.2,126.3,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Punanga Ora,Total,people,Total,113.3,94.2,126.3,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,104.3,96.3,112.7,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,113.3,96.3,112.7,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,105.1,97.3,113.4,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,113.2,97.3,113.4,NA
4.4 Acute bed days,Age-standardised rate,2022,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,101,99.5,102.6,NA
4.4 Acute bed days,Crude rate,2022,Pacific peoples,Ngā Pou Hauora ō Tāmaki Makaurau,Total,people,Total,113.1,99.5,102.6,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,102.1,98.8,105.5,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,112.2,98.8,105.5,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Tūwharetoa,Total,bed_days,Stroke and Other Cerebrovascular Disorders,112,30,289.4,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Tūwharetoa,Total,bed_days,Stroke and Other Cerebrovascular Disorders,112,30,289.4,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,102.2,84.1,123,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,events,Total,111.9,84.1,123,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Te Mātuku,Total,bed_days,Chronic Obstructive Airways Disease,85.5,32.7,183.7,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Te Mātuku,Total,bed_days,Chronic Obstructive Airways Disease,111.9,32.7,183.7,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,75.8,74.3,77.4,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,111.8,74.3,77.4,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,69.6,65.7,73.6,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,111.7,65.7,73.6,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,bed_days,Newborn (premature),111.7,57.6,195.3,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,bed_days,Newborn (premature),111.7,57.6,195.3,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,86.5,85.4,87.7,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,111.7,85.4,87.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,103.4,84.5,125.2,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,111.6,84.5,125.2,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Total,107.3,87.8,129.6,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Karu o te Ika Poari Hauora,Total,people,Total,111.6,87.8,129.6,NA
4.4 Acute bed days,Age-standardised rate,2019,Pacific peoples,Te Punanga Ora,Total,people,Total,108.1,92.3,125.6,NA
4.4 Acute bed days,Crude rate,2019,Pacific peoples,Te Punanga Ora,Total,people,Total,111.5,92.3,125.6,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,bed_days,Newborn (premature),111.3,102.3,120.7,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Te Punanga Ora,Total,bed_days,Newborn (premature),111.3,102.3,120.7,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,102.5,97.4,107.9,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,111.1,97.4,107.9,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,73.3,71.8,74.8,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,111.1,71.8,74.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,67.3,63.5,71.2,NA
4.4 Acute bed days,Crude rate,2019,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,111,63.5,71.2,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Total,77.1,76.5,77.7,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Taumata Hauora o Te Kahu o Taonui,Total,events,Total,111,76.5,77.7,NA
4.4 Acute bed days,Age-standardised rate,2018,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,109.4,96.7,123.2,NA
4.4 Acute bed days,Crude rate,2018,Pacific peoples,Te Kahui Hauora o Te Tau Ihu,Total,events,Total,110.9,96.7,123.2,NA
4.4 Acute bed days,Age-standardised rate,2018,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,86.4,85.3,87.6,NA
4.4 Acute bed days,Crude rate,2018,Non-Māori non-Pacific peoples,Ātiawa Toa,Total,events,Total,110.8,85.3,87.6,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,72.4,70.8,74.1,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,110.8,70.8,74.1,NA
4.4 Acute bed days,Age-standardised rate,2021,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,96.7,80,115.8,NA
4.4 Acute bed days,Crude rate,2021,Pacific peoples,Tairāwhiti Toitū Te Ora,Total,people,Total,110.7,80,115.8,NA
4.4 Acute bed days,Age-standardised rate,2019,Māori,Te Tauraki,Total,people,Total,103.9,101.8,106.1,NA
4.4 Acute bed days,Crude rate,2019,Māori,Te Tauraki,Total,people,Total,110.6,101.8,106.1,NA
4.4 Acute bed days,Age-standardised rate,2022,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,82.6,81.4,83.8,NA
4.4 Acute bed days,Crude rate,2022,Non-Māori non-Pacific peoples,Te Tiratū,Total,people,Total,110.6,81.4,83.8,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Total,Total,events,Total,79.1,78.8,79.5,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Total,Total,events,Total,110.4,78.8,79.5,NA
4.4 Acute bed days,Age-standardised rate,2020,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,71.9,70.4,73.4,NA
4.4 Acute bed days,Crude rate,2020,Non-Māori non-Pacific peoples,Te Moana a Toi,Total,people,Total,110.2,70.4,73.4,NA
4.4 Acute bed days,Age-standardised rate,2020,Māori,Tūwharetoa,Total,events,Total,93.7,88,99.7,NA
4.4 Acute bed days,Crude rate,2020,Māori,Tūwharetoa,Total,events,Total,110.1,88,99.7,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Moana a Toi,Total,people,Total,114.5,105.4,124.2,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Moana a Toi,Total,people,Total,110.1,105.4,124.2,NA
4.4 Acute bed days,Age-standardised rate,2023,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,68,66.4,69.6,NA
4.4 Acute bed days,Crude rate,2023,Non-Māori non-Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,109.9,66.4,69.6,NA
4.4 Acute bed days,Age-standardised rate,2021,Māori,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,100.1,95.2,105.2,NA
4.4 Acute bed days,Crude rate,2021,Māori,Te Kahui Hauora o Te Tau Ihu,Total,people,Total,109.8,95.2,105.2,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,101,93.2,109.3,NA
4.4 Acute bed days,Crude rate,2020,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,events,Total,109.6,93.2,109.3,NA
4.4 Acute bed days,Age-standardised rate,2021,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,65.9,62.3,69.7,NA
4.4 Acute bed days,Crude rate,2021,Non-Māori non-Pacific peoples,Tūwharetoa,Total,events,Total,109.6,62.3,69.7,NA
4.4 Acute bed days,Age-standardised rate,2023,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,100,92.3,108.3,NA
4.4 Acute bed days,Crude rate,2023,Pacific peoples,Te Pae Oranga o Ruahine o Tararua,Total,people,Total,109.5,92.3,108.3,NA
4.4 Acute bed days,Age-standardised rate,2020,Pacific peoples,Te Taura Ora o Waiariki,Total,people,Total,97.6,84.7,111.8,NA
